message_id,generation,num_children,audio,chain_id,parent_id,game_name,chain_name,message_name,to_remove
55,2,0,between-category-game-a/frip/gen-2_xFKCrAO.wav,4,29,between-category-game-a,frip,gen-2_xFKCrAO.wav,0
33,3,0,between-category-game-a/frip/gen-3.wav,4,23,between-category-game-a,frip,gen-3.wav,0
42,3,0,between-category-game-a/frip/gen-3_23VixS4.wav,4,18,between-category-game-a,frip,gen-3_23VixS4.wav,0
111,3,0,between-category-game-a/frip/gen-3_3ev2uxt.wav,4,94,between-category-game-a,frip,gen-3_3ev2uxt.wav,0
71,3,0,between-category-game-a/frip/gen-3_4ypIzw1.wav,4,60,between-category-game-a,frip,gen-3_4ypIzw1.wav,0
517,3,1,between-category-game-a/frip/gen-3_5AgNXwQ.wav,4,456,between-category-game-a,frip,gen-3_5AgNXwQ.wav,
58,3,0,between-category-game-a/frip/gen-3_8Ai7s8R.wav,4,41,between-category-game-a,frip,gen-3_8Ai7s8R.wav,0
475,3,1,between-category-game-a/frip/gen-3_8KFehy7.wav,4,372,between-category-game-a,frip,gen-3_8KFehy7.wav,
134,3,0,between-category-game-a/frip/gen-3_FO0IUIK.wav,4,18,between-category-game-a,frip,gen-3_FO0IUIK.wav,0
107,3,0,between-category-game-a/frip/gen-3_RO1dT1p.wav,4,55,between-category-game-a,frip,gen-3_RO1dT1p.wav,0
129,3,0,between-category-game-a/frip/gen-3_W3iZuoy.wav,4,91,between-category-game-a,frip,gen-3_W3iZuoy.wav,1
62,3,0,between-category-game-a/frip/gen-3_uRZoN0r.wav,4,18,between-category-game-a,frip,gen-3_uRZoN0r.wav,0
116,3,0,between-category-game-a/frip/gen-3_uoC0r0N.wav,4,78,between-category-game-a,frip,gen-3_uoC0r0N.wav,0
82,3,0,between-category-game-a/frip/gen-3_vOIvuAO.wav,4,41,between-category-game-a,frip,gen-3_vOIvuAO.wav,0
48,4,0,between-category-game-a/frip/gen-4.wav,4,33,between-category-game-a,frip,gen-4.wav,0
123,4,1,between-category-game-a/frip/gen-4_2ii1j4a.wav,4,42,between-category-game-a,frip,gen-4_2ii1j4a.wav,0
299,4,0,between-category-game-a/frip/gen-4_43y3PlY.wav,4,111,between-category-game-a,frip,gen-4_43y3PlY.wav,
281,4,0,between-category-game-a/frip/gen-4_61fnfr8.wav,4,134,between-category-game-a,frip,gen-4_61fnfr8.wav,
390,4,0,between-category-game-a/frip/gen-4_Cs7jTnq.wav,4,82,between-category-game-a,frip,gen-4_Cs7jTnq.wav,
77,4,0,between-category-game-a/frip/gen-4_LN5hvua.wav,4,42,between-category-game-a,frip,gen-4_LN5hvua.wav,0
333,4,0,between-category-game-a/frip/gen-4_PIU6Hs5.wav,4,107,between-category-game-a,frip,gen-4_PIU6Hs5.wav,
131,4,0,between-category-game-a/frip/gen-4_YNWOQZS.wav,4,111,between-category-game-a,frip,gen-4_YNWOQZS.wav,0
66,4,0,between-category-game-a/frip/gen-4_eHqdBzR.wav,4,62,between-category-game-a,frip,gen-4_eHqdBzR.wav,0
523,4,1,between-category-game-a/frip/gen-4_j6EQsLV.wav,4,116,between-category-game-a,frip,gen-4_j6EQsLV.wav,
103,4,0,between-category-game-a/frip/gen-4_nNZiRWc.wav,4,82,between-category-game-a,frip,gen-4_nNZiRWc.wav,0
285,5,0,between-category-game-a/frip/gen-5.wav,4,48,between-category-game-a,frip,gen-5.wav,
307,5,1,between-category-game-a/frip/gen-5_0Zt1FPX.wav,4,299,between-category-game-a,frip,gen-5_0Zt1FPX.wav,
412,5,0,between-category-game-a/frip/gen-5_4jnOhlb.wav,4,390,between-category-game-a,frip,gen-5_4jnOhlb.wav,
432,5,1,between-category-game-a/frip/gen-5_7iAqNIS.wav,4,77,between-category-game-a,frip,gen-5_7iAqNIS.wav,
341,5,1,between-category-game-a/frip/gen-5_A57oMye.wav,4,333,between-category-game-a,frip,gen-5_A57oMye.wav,
323,5,0,between-category-game-a/frip/gen-5_RiN1UCw.wav,4,131,between-category-game-a,frip,gen-5_RiN1UCw.wav,
351,5,0,between-category-game-a/frip/gen-5_vSeZwQb.wav,4,103,between-category-game-a,frip,gen-5_vSeZwQb.wav,
377,5,0,between-category-game-a/frip/gen-5_xqimyMb.wav,4,66,between-category-game-a,frip,gen-5_xqimyMb.wav,
425,5,0,between-category-game-a/frip/gen-5_yAOjX18.wav,4,281,between-category-game-a,frip,gen-5_yAOjX18.wav,
342,6,0,between-category-game-a/frip/gen-6.wav,4,285,between-category-game-a,frip,gen-6.wav,
499,6,1,between-category-game-a/frip/gen-6_5qt5RhP.wav,4,412,between-category-game-a,frip,gen-6_5qt5RhP.wav,1
437,6,0,between-category-game-a/frip/gen-6_DeDyr63.wav,4,425,between-category-game-a,frip,gen-6_DeDyr63.wav,1
495,6,0,between-category-game-a/frip/gen-6_SJ4qHNq.wav,4,377,between-category-game-a,frip,gen-6_SJ4qHNq.wav,
384,6,0,between-category-game-a/frip/gen-6_n2ntzZG.wav,4,323,between-category-game-a,frip,gen-6_n2ntzZG.wav,
361,6,0,between-category-game-a/frip/gen-6_x38D732.wav,4,351,between-category-game-a,frip,gen-6_x38D732.wav,
405,7,0,between-category-game-a/frip/gen-7.wav,4,342,between-category-game-a,frip,gen-7.wav,
464,7,1,between-category-game-a/frip/gen-7_UdrQMYN.wav,4,437,between-category-game-a,frip,gen-7_UdrQMYN.wav,
420,7,1,between-category-game-a/frip/gen-7_fpbsHUD.wav,4,384,between-category-game-a,frip,gen-7_fpbsHUD.wav,
527,7,1,between-category-game-a/frip/gen-7_hEzu2RC.wav,4,495,between-category-game-a,frip,gen-7_hEzu2RC.wav,
504,7,1,between-category-game-a/frip/gen-7_ulih8HO.wav,4,361,between-category-game-a,frip,gen-7_ulih8HO.wav,
482,8,1,between-category-game-a/frip/gen-8.wav,4,405,between-category-game-a,frip,gen-8.wav,
4,0,0,between-category-game-a/frip/seed.wav,4,,between-category-game-a,frip,seed.wav,0
9,1,0,between-category-game-a/heeh/gen-1.wav,1,1,between-category-game-a,heeh,gen-1.wav,0
10,1,0,between-category-game-a/heeh/gen-1_FaJz3er.wav,1,1,between-category-game-a,heeh,gen-1_FaJz3er.wav,0
297,1,0,between-category-game-a/heeh/gen-1_SQbVRYW.wav,1,1,between-category-game-a,heeh,gen-1_SQbVRYW.wav,
21,1,0,between-category-game-a/heeh/gen-1_gJ6Yocu.wav,1,1,between-category-game-a,heeh,gen-1_gJ6Yocu.wav,0
24,2,0,between-category-game-a/heeh/gen-2.wav,1,21,between-category-game-a,heeh,gen-2.wav,0
26,2,0,between-category-game-a/heeh/gen-2_IF1Lm9g.wav,1,10,between-category-game-a,heeh,gen-2_IF1Lm9g.wav,0
428,2,0,between-category-game-a/heeh/gen-2_MHh0DSs.wav,1,297,between-category-game-a,heeh,gen-2_MHh0DSs.wav,
53,2,0,between-category-game-a/heeh/gen-2_fmCtt9i.wav,1,9,between-category-game-a,heeh,gen-2_fmCtt9i.wav,0
37,2,0,between-category-game-a/heeh/gen-2_i4mNWbb.wav,1,10,between-category-game-a,heeh,gen-2_i4mNWbb.wav,0
39,2,0,between-category-game-a/heeh/gen-2_rzbljWw.wav,1,21,between-category-game-a,heeh,gen-2_rzbljWw.wav,0
35,2,0,between-category-game-a/heeh/gen-2_y4GsqGN.wav,1,10,between-category-game-a,heeh,gen-2_y4GsqGN.wav,0
32,3,0,between-category-game-a/heeh/gen-3.wav,1,24,between-category-game-a,heeh,gen-3.wav,0
51,3,0,between-category-game-a/heeh/gen-3_E7w6oF8.wav,1,35,between-category-game-a,heeh,gen-3_E7w6oF8.wav,0
63,3,0,between-category-game-a/heeh/gen-3_FAV8Jmo.wav,1,39,between-category-game-a,heeh,gen-3_FAV8Jmo.wav,0
452,3,1,between-category-game-a/heeh/gen-3_f3wnABz.wav,1,428,between-category-game-a,heeh,gen-3_f3wnABz.wav,
57,3,0,between-category-game-a/heeh/gen-3_pGZTbM2.wav,1,24,between-category-game-a,heeh,gen-3_pGZTbM2.wav,0
135,3,0,between-category-game-a/heeh/gen-3_qettZZw.wav,1,26,between-category-game-a,heeh,gen-3_qettZZw.wav,0
115,3,0,between-category-game-a/heeh/gen-3_vBU7BHz.wav,1,24,between-category-game-a,heeh,gen-3_vBU7BHz.wav,0
47,3,0,between-category-game-a/heeh/gen-3_wJUtjep.wav,1,26,between-category-game-a,heeh,gen-3_wJUtjep.wav,0
124,3,0,between-category-game-a/heeh/gen-3_zjzAWPv.wav,1,37,between-category-game-a,heeh,gen-3_zjzAWPv.wav,0
67,4,0,between-category-game-a/heeh/gen-4.wav,1,32,between-category-game-a,heeh,gen-4.wav,0
133,4,0,between-category-game-a/heeh/gen-4_3Kjkvfx.wav,1,124,between-category-game-a,heeh,gen-4_3Kjkvfx.wav,0
128,4,0,between-category-game-a/heeh/gen-4_5n6kgPk.wav,1,115,between-category-game-a,heeh,gen-4_5n6kgPk.wav,0
83,4,0,between-category-game-a/heeh/gen-4_8xV8dSN.wav,1,51,between-category-game-a,heeh,gen-4_8xV8dSN.wav,1
104,4,0,between-category-game-a/heeh/gen-4_CNbazb7.wav,1,63,between-category-game-a,heeh,gen-4_CNbazb7.wav,0
80,4,0,between-category-game-a/heeh/gen-4_VDgqNuO.wav,1,47,between-category-game-a,heeh,gen-4_VDgqNuO.wav,0
98,4,0,between-category-game-a/heeh/gen-4_XsVGFJJ.wav,1,47,between-category-game-a,heeh,gen-4_XsVGFJJ.wav,0
97,4,0,between-category-game-a/heeh/gen-4_YnUZvt1.wav,1,32,between-category-game-a,heeh,gen-4_YnUZvt1.wav,0
74,4,0,between-category-game-a/heeh/gen-4_ZMJmoYJ.wav,1,47,between-category-game-a,heeh,gen-4_ZMJmoYJ.wav,0
117,4,0,between-category-game-a/heeh/gen-4_icuXvV8.wav,1,57,between-category-game-a,heeh,gen-4_icuXvV8.wav,0
73,4,0,between-category-game-a/heeh/gen-4_wEXVrnJ.wav,1,51,between-category-game-a,heeh,gen-4_wEXVrnJ.wav,0
86,5,0,between-category-game-a/heeh/gen-5.wav,1,74,between-category-game-a,heeh,gen-5.wav,0
434,5,1,between-category-game-a/heeh/gen-5_05IN4mW.wav,1,73,between-category-game-a,heeh,gen-5_05IN4mW.wav,
382,5,0,between-category-game-a/heeh/gen-5_Ay0jYSS.wav,1,67,between-category-game-a,heeh,gen-5_Ay0jYSS.wav,
309,5,0,between-category-game-a/heeh/gen-5_J7yyTnq.wav,1,133,between-category-game-a,heeh,gen-5_J7yyTnq.wav,
280,5,0,between-category-game-a/heeh/gen-5_JIsojTd.wav,1,80,between-category-game-a,heeh,gen-5_JIsojTd.wav,
345,5,0,between-category-game-a/heeh/gen-5_JXAOWTC.wav,1,74,between-category-game-a,heeh,gen-5_JXAOWTC.wav,
353,5,0,between-category-game-a/heeh/gen-5_M3KYLLK.wav,1,97,between-category-game-a,heeh,gen-5_M3KYLLK.wav,
360,5,1,between-category-game-a/heeh/gen-5_OUVPfGW.wav,1,117,between-category-game-a,heeh,gen-5_OUVPfGW.wav,
406,5,0,between-category-game-a/heeh/gen-5_XQvn4lB.wav,1,83,between-category-game-a,heeh,gen-5_XQvn4lB.wav,1
343,5,0,between-category-game-a/heeh/gen-5_jkMyQGj.wav,1,98,between-category-game-a,heeh,gen-5_jkMyQGj.wav,
92,5,0,between-category-game-a/heeh/gen-5_qilfmtV.wav,1,73,between-category-game-a,heeh,gen-5_qilfmtV.wav,0
331,5,1,between-category-game-a/heeh/gen-5_qydCIWu.wav,1,128,between-category-game-a,heeh,gen-5_qydCIWu.wav,
108,5,0,between-category-game-a/heeh/gen-5_rYKctKm.wav,1,104,between-category-game-a,heeh,gen-5_rYKctKm.wav,0
284,5,0,between-category-game-a/heeh/gen-5_sI0vqbF.wav,1,104,between-category-game-a,heeh,gen-5_sI0vqbF.wav,
313,6,0,between-category-game-a/heeh/gen-6.wav,1,309,between-category-game-a,heeh,gen-6.wav,
387,6,1,between-category-game-a/heeh/gen-6_5MFDODm.wav,1,343,between-category-game-a,heeh,gen-6_5MFDODm.wav,
528,6,1,between-category-game-a/heeh/gen-6_DT1hRO5.wav,1,92,between-category-game-a,heeh,gen-6_DT1hRO5.wav,
470,6,1,between-category-game-a/heeh/gen-6_KTiChcj.wav,1,345,between-category-game-a,heeh,gen-6_KTiChcj.wav,
373,6,0,between-category-game-a/heeh/gen-6_Lj4Lv9c.wav,1,284,between-category-game-a,heeh,gen-6_Lj4Lv9c.wav,
386,6,0,between-category-game-a/heeh/gen-6_Mtwn1Xy.wav,1,353,between-category-game-a,heeh,gen-6_Mtwn1Xy.wav,
326,6,0,between-category-game-a/heeh/gen-6_TVssEqK.wav,1,86,between-category-game-a,heeh,gen-6_TVssEqK.wav,
497,6,1,between-category-game-a/heeh/gen-6_Xzf7uEN.wav,1,108,between-category-game-a,heeh,gen-6_Xzf7uEN.wav,
414,6,1,between-category-game-a/heeh/gen-6_jWSZv92.wav,1,406,between-category-game-a,heeh,gen-6_jWSZv92.wav,1
463,6,0,between-category-game-a/heeh/gen-6_wxoWknA.wav,1,382,between-category-game-a,heeh,gen-6_wxoWknA.wav,
526,6,1,between-category-game-a/heeh/gen-6_xpEiCuI.wav,1,280,between-category-game-a,heeh,gen-6_xpEiCuI.wav,
417,7,0,between-category-game-a/heeh/gen-7.wav,1,326,between-category-game-a,heeh,gen-7.wav,
515,7,1,between-category-game-a/heeh/gen-7_36TyKeW.wav,1,313,between-category-game-a,heeh,gen-7_36TyKeW.wav,
500,7,1,between-category-game-a/heeh/gen-7_NCt3I4g.wav,1,386,between-category-game-a,heeh,gen-7_NCt3I4g.wav,1
481,7,1,between-category-game-a/heeh/gen-7_U5HIQiF.wav,1,463,between-category-game-a,heeh,gen-7_U5HIQiF.wav,
429,7,0,between-category-game-a/heeh/gen-7_astQWPt.wav,1,373,between-category-game-a,heeh,gen-7_astQWPt.wav,
457,8,0,between-category-game-a/heeh/gen-8.wav,1,429,between-category-game-a,heeh,gen-8.wav,
503,8,1,between-category-game-a/heeh/gen-8_tDwl1Dk.wav,1,417,between-category-game-a,heeh,gen-8_tDwl1Dk.wav,
478,9,1,between-category-game-a/heeh/gen-9.wav,1,457,between-category-game-a,heeh,gen-9.wav,
1,0,0,between-category-game-a/heeh/seed.wav,1,,between-category-game-a,heeh,seed.wav,0
12,1,0,between-category-game-a/riri/gen-1.wav,2,2,between-category-game-a,riri,gen-1.wav,0
476,10,1,between-category-game-a/riri/gen-10.wav,2,451,between-category-game-a,riri,gen-10.wav,
465,1,1,between-category-game-a/riri/gen-1_UM6mnUu.wav,2,2,between-category-game-a,riri,gen-1_UM6mnUu.wav,
75,1,0,between-category-game-a/riri/gen-1_WlUl6MF.wav,2,2,between-category-game-a,riri,gen-1_WlUl6MF.wav,0
59,1,0,between-category-game-a/riri/gen-1_vDfIDG2.wav,2,2,between-category-game-a,riri,gen-1_vDfIDG2.wav,0
16,2,0,between-category-game-a/riri/gen-2.wav,2,12,between-category-game-a,riri,gen-2.wav,0
46,2,0,between-category-game-a/riri/gen-2_3GyY0VL.wav,2,12,between-category-game-a,riri,gen-2_3GyY0VL.wav,0
22,2,0,between-category-game-a/riri/gen-2_5SHkxuV.wav,2,12,between-category-game-a,riri,gen-2_5SHkxuV.wav,0
93,2,0,between-category-game-a/riri/gen-2_753CmhZ.wav,2,12,between-category-game-a,riri,gen-2_753CmhZ.wav,0
118,2,0,between-category-game-a/riri/gen-2_wZ7H42T.wav,2,12,between-category-game-a,riri,gen-2_wZ7H42T.wav,0
17,3,0,between-category-game-a/riri/gen-3.wav,2,16,between-category-game-a,riri,gen-3.wav,0
34,3,0,between-category-game-a/riri/gen-3_BjSiawE.wav,2,22,between-category-game-a,riri,gen-3_BjSiawE.wav,0
95,3,0,between-category-game-a/riri/gen-3_ZIUgPJY.wav,2,22,between-category-game-a,riri,gen-3_ZIUgPJY.wav,0
81,3,0,between-category-game-a/riri/gen-3_ZYT0o5u.wav,2,16,between-category-game-a,riri,gen-3_ZYT0o5u.wav,0
54,3,0,between-category-game-a/riri/gen-3_cKq6POO.wav,2,46,between-category-game-a,riri,gen-3_cKq6POO.wav,0
50,3,0,between-category-game-a/riri/gen-3_mVF4pAZ.wav,2,22,between-category-game-a,riri,gen-3_mVF4pAZ.wav,0
31,3,0,between-category-game-a/riri/gen-3_z2peihs.wav,2,16,between-category-game-a,riri,gen-3_z2peihs.wav,0
27,4,0,between-category-game-a/riri/gen-4.wav,2,17,between-category-game-a,riri,gen-4.wav,0
110,4,0,between-category-game-a/riri/gen-4_BI1wxum.wav,2,31,between-category-game-a,riri,gen-4_BI1wxum.wav,0
68,4,0,between-category-game-a/riri/gen-4_M0g5Y8O.wav,2,54,between-category-game-a,riri,gen-4_M0g5Y8O.wav,0
121,4,0,between-category-game-a/riri/gen-4_MQytpIG.wav,2,34,between-category-game-a,riri,gen-4_MQytpIG.wav,0
64,4,0,between-category-game-a/riri/gen-4_NHiOoqJ.wav,2,54,between-category-game-a,riri,gen-4_NHiOoqJ.wav,0
38,4,0,between-category-game-a/riri/gen-4_NV1riT1.wav,2,17,between-category-game-a,riri,gen-4_NV1riT1.wav,0
120,4,0,between-category-game-a/riri/gen-4_VOaW3d2.wav,2,81,between-category-game-a,riri,gen-4_VOaW3d2.wav,1
105,4,0,between-category-game-a/riri/gen-4_fF3tLsv.wav,2,31,between-category-game-a,riri,gen-4_fF3tLsv.wav,0
87,4,0,between-category-game-a/riri/gen-4_kiuvLel.wav,2,54,between-category-game-a,riri,gen-4_kiuvLel.wav,0
70,4,1,between-category-game-a/riri/gen-4_yziPxCA.wav,2,50,between-category-game-a,riri,gen-4_yziPxCA.wav,0
43,5,0,between-category-game-a/riri/gen-5.wav,2,27,between-category-game-a,riri,gen-5.wav,0
404,5,0,between-category-game-a/riri/gen-5_0ba5DEY.wav,2,105,between-category-game-a,riri,gen-5_0ba5DEY.wav,
286,5,1,between-category-game-a/riri/gen-5_4YULtZA.wav,2,121,between-category-game-a,riri,gen-5_4YULtZA.wav,
282,5,0,between-category-game-a/riri/gen-5_9ILD8Oy.wav,2,87,between-category-game-a,riri,gen-5_9ILD8Oy.wav,
125,5,0,between-category-game-a/riri/gen-5_EQiu99p.wav,2,38,between-category-game-a,riri,gen-5_EQiu99p.wav,0
328,5,0,between-category-game-a/riri/gen-5_G9qSzjq.wav,2,110,between-category-game-a,riri,gen-5_G9qSzjq.wav,
113,5,0,between-category-game-a/riri/gen-5_HZSWAjw.wav,2,27,between-category-game-a,riri,gen-5_HZSWAjw.wav,0
455,5,0,between-category-game-a/riri/gen-5_Lc1QOiW.wav,2,38,between-category-game-a,riri,gen-5_Lc1QOiW.wav,
498,5,0,between-category-game-a/riri/gen-5_QPx2vVO.wav,2,68,between-category-game-a,riri,gen-5_QPx2vVO.wav,
130,5,0,between-category-game-a/riri/gen-5_RaxT05N.wav,2,38,between-category-game-a,riri,gen-5_RaxT05N.wav,0
137,5,0,between-category-game-a/riri/gen-5_XpaK0G4.wav,2,64,between-category-game-a,riri,gen-5_XpaK0G4.wav,0
84,5,1,between-category-game-a/riri/gen-5_fwcWzfA.wav,2,68,between-category-game-a,riri,gen-5_fwcWzfA.wav,0
126,5,1,between-category-game-a/riri/gen-5_iEm3fEw.wav,2,120,between-category-game-a,riri,gen-5_iEm3fEw.wav,0
340,5,0,between-category-game-a/riri/gen-5_uUAR56G.wav,2,27,between-category-game-a,riri,gen-5_uUAR56G.wav,
316,5,0,between-category-game-a/riri/gen-5_vOTMxoN.wav,2,64,between-category-game-a,riri,gen-5_vOTMxoN.wav,
101,6,0,between-category-game-a/riri/gen-6.wav,2,43,between-category-game-a,riri,gen-6.wav,0
300,6,0,between-category-game-a/riri/gen-6_4m0Mtcu.wav,2,113,between-category-game-a,riri,gen-6_4m0Mtcu.wav,
363,6,0,between-category-game-a/riri/gen-6_LzYFwHB.wav,2,43,between-category-game-a,riri,gen-6_LzYFwHB.wav,
502,6,0,between-category-game-a/riri/gen-6_SRXtMYo.wav,2,340,between-category-game-a,riri,gen-6_SRXtMYo.wav,1
518,6,1,between-category-game-a/riri/gen-6_V2FgPwj.wav,2,455,between-category-game-a,riri,gen-6_V2FgPwj.wav,
524,6,1,between-category-game-a/riri/gen-6_dmedWJJ.wav,2,498,between-category-game-a,riri,gen-6_dmedWJJ.wav,
371,6,0,between-category-game-a/riri/gen-6_e7lpFQY.wav,2,125,between-category-game-a,riri,gen-6_e7lpFQY.wav,
330,6,0,between-category-game-a/riri/gen-6_e8LR3sl.wav,2,316,between-category-game-a,riri,gen-6_e8LR3sl.wav,
480,6,1,between-category-game-a/riri/gen-6_krH5RC9.wav,2,137,between-category-game-a,riri,gen-6_krH5RC9.wav,
419,6,1,between-category-game-a/riri/gen-6_mxO8chC.wav,2,328,between-category-game-a,riri,gen-6_mxO8chC.wav,
389,6,0,between-category-game-a/riri/gen-6_oXcugLW.wav,2,282,between-category-game-a,riri,gen-6_oXcugLW.wav,
436,6,1,between-category-game-a/riri/gen-6_ot5M3U1.wav,2,404,between-category-game-a,riri,gen-6_ot5M3U1.wav,
426,6,1,between-category-game-a/riri/gen-6_xVyOQyr.wav,2,130,between-category-game-a,riri,gen-6_xVyOQyr.wav,
308,7,0,between-category-game-a/riri/gen-7.wav,2,101,between-category-game-a,riri,gen-7.wav,
505,7,1,between-category-game-a/riri/gen-7_2XAhenh.wav,2,371,between-category-game-a,riri,gen-7_2XAhenh.wav,
529,7,1,between-category-game-a/riri/gen-7_7UXF4iS.wav,2,502,between-category-game-a,riri,gen-7_7UXF4iS.wav,
385,7,0,between-category-game-a/riri/gen-7_RSjFh6y.wav,2,330,between-category-game-a,riri,gen-7_RSjFh6y.wav,
379,7,1,between-category-game-a/riri/gen-7_VzuzEG1.wav,2,363,between-category-game-a,riri,gen-7_VzuzEG1.wav,
427,7,1,between-category-game-a/riri/gen-7_dc5tiQo.wav,2,389,between-category-game-a,riri,gen-7_dc5tiQo.wav,
334,7,1,between-category-game-a/riri/gen-7_mHhPK75.wav,2,300,between-category-game-a,riri,gen-7_mHhPK75.wav,
350,8,0,between-category-game-a/riri/gen-8.wav,2,308,between-category-game-a,riri,gen-8.wav,
413,8,1,between-category-game-a/riri/gen-8_xZcSemF.wav,2,385,between-category-game-a,riri,gen-8_xZcSemF.wav,
451,9,0,between-category-game-a/riri/gen-9.wav,2,350,between-category-game-a,riri,gen-9.wav,
2,0,0,between-category-game-a/riri/seed.wav,2,,between-category-game-a,riri,seed.wav,0
11,1,0,between-category-game-a/splish/gen-1.wav,3,3,between-category-game-a,splish,gen-1.wav,0
418,10,0,between-category-game-a/splish/gen-10.wav,3,403,between-category-game-a,splish,gen-10.wav,
525,10,1,between-category-game-a/splish/gen-10_2SSsbTg.wav,3,516,between-category-game-a,splish,gen-10_2SSsbTg.wav,
454,11,0,between-category-game-a/splish/gen-11.wav,3,418,between-category-game-a,splish,gen-11.wav,
501,12,1,between-category-game-a/splish/gen-12.wav,3,454,between-category-game-a,splish,gen-12.wav,1
25,1,0,between-category-game-a/splish/gen-1_EFXXXbO.wav,3,3,between-category-game-a,splish,gen-1_EFXXXbO.wav,0
36,1,0,between-category-game-a/splish/gen-1_QAumeur.wav,3,3,between-category-game-a,splish,gen-1_QAumeur.wav,0
45,1,0,between-category-game-a/splish/gen-1_aL6VC5v.wav,3,3,between-category-game-a,splish,gen-1_aL6VC5v.wav,0
20,1,0,between-category-game-a/splish/gen-1_h5Xg0cS.wav,3,3,between-category-game-a,splish,gen-1_h5Xg0cS.wav,0
52,1,0,between-category-game-a/splish/gen-1_hlBB4vd.wav,3,3,between-category-game-a,splish,gen-1_hlBB4vd.wav,0
14,1,0,between-category-game-a/splish/gen-1_n6u5au0.wav,3,3,between-category-game-a,splish,gen-1_n6u5au0.wav,0
88,1,0,between-category-game-a/splish/gen-1_qLeKBfD.wav,3,3,between-category-game-a,splish,gen-1_qLeKBfD.wav,0
19,2,0,between-category-game-a/splish/gen-2.wav,3,14,between-category-game-a,splish,gen-2.wav,0
61,2,0,between-category-game-a/splish/gen-2_1vtUGlN.wav,3,52,between-category-game-a,splish,gen-2_1vtUGlN.wav,0
127,2,0,between-category-game-a/splish/gen-2_F5iyNtV.wav,3,45,between-category-game-a,splish,gen-2_F5iyNtV.wav,0
28,2,0,between-category-game-a/splish/gen-2_KohLXp8.wav,3,20,between-category-game-a,splish,gen-2_KohLXp8.wav,0
79,2,0,between-category-game-a/splish/gen-2_PhFTvbq.wav,3,11,between-category-game-a,splish,gen-2_PhFTvbq.wav,0
49,2,0,between-category-game-a/splish/gen-2_XfuVBNY.wav,3,20,between-category-game-a,splish,gen-2_XfuVBNY.wav,0
109,2,0,between-category-game-a/splish/gen-2_Yn48UQz.wav,3,36,between-category-game-a,splish,gen-2_Yn48UQz.wav,0
122,2,0,between-category-game-a/splish/gen-2_aWQbtKN.wav,3,11,between-category-game-a,splish,gen-2_aWQbtKN.wav,0
40,2,0,between-category-game-a/splish/gen-2_jxUKTad.wav,3,25,between-category-game-a,splish,gen-2_jxUKTad.wav,0
76,2,0,between-category-game-a/splish/gen-2_nfi3WG0.wav,3,25,between-category-game-a,splish,gen-2_nfi3WG0.wav,0
99,2,0,between-category-game-a/splish/gen-2_wkbnoYh.wav,3,88,between-category-game-a,splish,gen-2_wkbnoYh.wav,0
44,3,0,between-category-game-a/splish/gen-3.wav,3,40,between-category-game-a,splish,gen-3.wav,0
136,3,0,between-category-game-a/splish/gen-3_45pqQq7.wav,3,79,between-category-game-a,splish,gen-3_45pqQq7.wav,0
