"survey_id","survey_label","question_id","given","generation","given_game","given_chain","answer","selection","is_correct"
12,"between-splish",544,376,8,"within-category-game-a","splish",138,3,0
12,"between-splish",495,147,1,"within-category-game-a","splish",138,3,0
12,"between-splish",495,147,1,"within-category-game-a","splish",138,4,0
12,"between-splish",495,147,1,"within-category-game-a","splish",138,4,0
12,"between-splish",549,324,9,"within-category-game-a","splish",138,4,0
12,"between-splish",549,324,9,"within-category-game-a","splish",138,1,0
12,"between-splish",549,324,9,"within-category-game-a","splish",138,2,0
12,"between-splish",497,488,11,"within-category-game-a","splish",138,2,0
12,"between-splish",497,488,11,"within-category-game-a","splish",138,4,0
12,"between-splish",497,488,11,"within-category-game-a","splish",138,3,0
12,"between-splish",497,488,11,"within-category-game-a","splish",138,4,0
12,"between-splish",497,488,11,"within-category-game-a","splish",138,1,0
12,"between-splish",509,226,3,"within-category-game-a","splish",138,4,0
12,"between-splish",509,226,3,"within-category-game-a","splish",138,3,0
12,"between-splish",529,294,6,"within-category-game-a","splish",138,3,0
12,"between-splish",529,294,6,"within-category-game-a","splish",138,1,0
12,"between-splish",529,294,6,"within-category-game-a","splish",138,3,0
12,"between-splish",505,181,2,"within-category-game-a","splish",138,3,0
12,"between-splish",505,181,2,"within-category-game-a","splish",138,3,0
12,"between-splish",505,181,2,"within-category-game-a","splish",138,3,0
12,"between-splish",505,181,2,"within-category-game-a","splish",138,3,0
12,"between-splish",511,255,3,"within-category-game-a","splish",138,3,0
12,"between-splish",498,494,12,"within-category-game-a","splish",138,2,0
12,"between-splish",550,447,9,"within-category-game-a","splish",138,3,0
12,"between-splish",550,447,9,"within-category-game-a","splish",138,4,0
12,"between-splish",550,447,9,"within-category-game-a","splish",138,4,0
12,"between-splish",506,171,3,"within-category-game-a","splish",138,2,0
12,"between-splish",506,171,3,"within-category-game-a","splish",138,2,0
12,"between-splish",506,171,3,"within-category-game-a","splish",138,4,0
12,"between-splish",536,275,7,"within-category-game-a","splish",138,1,0
12,"between-splish",536,275,7,"within-category-game-a","splish",138,3,0
12,"between-splish",541,364,7,"within-category-game-a","splish",138,4,0
12,"between-splish",541,364,7,"within-category-game-a","splish",138,3,0
12,"between-splish",541,364,7,"within-category-game-a","splish",138,1,0
12,"between-splish",523,277,5,"within-category-game-a","splish",138,4,0
12,"between-splish",523,277,5,"within-category-game-a","splish",138,3,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,2,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,3,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,1,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,3,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,2,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,3,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,4,0
12,"between-splish",547,514,8,"within-category-game-a","splish",138,4,0
12,"between-splish",531,243,6,"within-category-game-a","splish",138,3,0
12,"between-splish",531,243,6,"within-category-game-a","splish",138,3,0
12,"between-splish",531,243,6,"within-category-game-a","splish",138,1,0
12,"between-splish",531,243,6,"within-category-game-a","splish",138,1,0
12,"between-splish",531,243,6,"within-category-game-a","splish",138,3,0
12,"between-splish",501,162,2,"within-category-game-a","splish",138,4,0
12,"between-splish",501,162,2,"within-category-game-a","splish",138,2,0
12,"between-splish",501,162,2,"within-category-game-a","splish",138,4,0
12,"between-splish",501,162,2,"within-category-game-a","splish",138,3,0
12,"between-splish",501,162,2,"within-category-game-a","splish",138,3,0
12,"between-splish",501,162,2,"within-category-game-a","splish",138,4,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,3,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,4,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,3,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,3,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,2,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,3,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,3,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,1,0
12,"between-splish",512,247,4,"within-category-game-a","splish",138,3,0
12,"between-splish",515,214,4,"within-category-game-a","splish",138,3,0
12,"between-splish",515,214,4,"within-category-game-a","splish",138,3,0
12,"between-splish",528,354,6,"within-category-game-a","splish",138,3,0
12,"between-splish",528,354,6,"within-category-game-a","splish",138,4,0
12,"between-splish",496,473,10,"within-category-game-a","splish",138,4,0
12,"between-splish",496,473,10,"within-category-game-a","splish",138,3,0
12,"between-splish",496,473,10,"within-category-game-a","splish",138,4,0
12,"between-splish",504,180,2,"within-category-game-a","splish",138,4,0
12,"between-splish",526,439,5,"within-category-game-a","splish",138,4,0
12,"between-splish",526,439,5,"within-category-game-a","splish",138,2,0
12,"between-splish",526,439,5,"within-category-game-a","splish",138,3,0
12,"between-splish",526,439,5,"within-category-game-a","splish",138,3,0
12,"between-splish",526,439,5,"within-category-game-a","splish",138,3,0
12,"between-splish",502,161,2,"within-category-game-a","splish",138,3,0
12,"between-splish",502,161,2,"within-category-game-a","splish",138,3,0
12,"between-splish",502,161,2,"within-category-game-a","splish",138,3,0
12,"between-splish",502,161,2,"within-category-game-a","splish",138,3,0
12,"between-splish",502,161,2,"within-category-game-a","splish",138,3,0
12,"between-splish",502,161,2,"within-category-game-a","splish",138,3,0
12,"between-splish",534,422,6,"within-category-game-a","splish",138,3,0
12,"between-splish",534,422,6,"within-category-game-a","splish",138,2,0
12,"between-splish",499,483,1,"within-category-game-a","splish",138,1,0
12,"between-splish",499,483,1,"within-category-game-a","splish",138,3,0
12,"between-splish",499,483,1,"within-category-game-a","splish",138,1,0
12,"between-splish",546,444,8,"within-category-game-a","splish",138,4,0
12,"between-splish",546,444,8,"within-category-game-a","splish",138,3,0
12,"between-splish",546,444,8,"within-category-game-a","splish",138,4,0
12,"between-splish",546,444,8,"within-category-game-a","splish",138,3,0
12,"between-splish",510,188,3,"within-category-game-a","splish",138,2,0
12,"between-splish",510,188,3,"within-category-game-a","splish",138,4,0
12,"between-splish",522,221,5,"within-category-game-a","splish",138,3,0
12,"between-splish",522,221,5,"within-category-game-a","splish",138,3,0
12,"between-splish",522,221,5,"within-category-game-a","splish",138,3,0
12,"between-splish",518,268,4,"within-category-game-a","splish",138,3,0
12,"between-splish",518,268,4,"within-category-game-a","splish",138,3,0
12,"between-splish",518,268,4,"within-category-game-a","splish",138,3,0
12,"between-splish",518,268,4,"within-category-game-a","splish",138,2,0
12,"between-splish",518,268,4,"within-category-game-a","splish",138,3,0
12,"between-splish",521,348,5,"within-category-game-a","splish",138,3,0
12,"between-splish",521,348,5,"within-category-game-a","splish",138,3,0
12,"between-splish",530,337,6,"within-category-game-a","splish",138,4,0
12,"between-splish",538,410,7,"within-category-game-a","splish",138,3,0
12,"between-splish",538,410,7,"within-category-game-a","splish",138,4,0
12,"between-splish",516,256,4,"within-category-game-a","splish",138,4,0
12,"between-splish",516,256,4,"within-category-game-a","splish",138,4,0
12,"between-splish",516,256,4,"within-category-game-a","splish",138,4,0
12,"between-splish",516,256,4,"within-category-game-a","splish",138,3,0
12,"between-splish",535,265,7,"within-category-game-a","splish",138,3,0
12,"between-splish",535,265,7,"within-category-game-a","splish",138,3,0
12,"between-splish",535,265,7,"within-category-game-a","splish",138,3,0
12,"between-splish",542,320,7,"within-category-game-a","splish",138,2,0
12,"between-splish",542,320,7,"within-category-game-a","splish",138,3,0
12,"between-splish",542,320,7,"within-category-game-a","splish",138,3,0
12,"between-splish",503,165,2,"within-category-game-a","splish",138,3,0
12,"between-splish",503,165,2,"within-category-game-a","splish",138,3,0
12,"between-splish",519,208,5,"within-category-game-a","splish",138,3,0
12,"between-splish",519,208,5,"within-category-game-a","splish",138,3,0
12,"between-splish",519,208,5,"within-category-game-a","splish",138,3,0
12,"between-splish",519,208,5,"within-category-game-a","splish",138,4,0
12,"between-splish",540,397,7,"within-category-game-a","splish",138,3,0
12,"between-splish",540,397,7,"within-category-game-a","splish",138,2,0
12,"between-splish",540,397,7,"within-category-game-a","splish",138,3,0
12,"between-splish",540,397,7,"within-category-game-a","splish",138,2,0
12,"between-splish",524,290,5,"within-category-game-a","splish",138,4,0
12,"between-splish",524,290,5,"within-category-game-a","splish",138,3,0
12,"between-splish",508,197,3,"within-category-game-a","splish",138,4,0
12,"between-splish",508,197,3,"within-category-game-a","splish",138,2,0
12,"between-splish",525,402,5,"within-category-game-a","splish",138,4,0
12,"between-splish",525,402,5,"within-category-game-a","splish",138,3,0
12,"between-splish",507,232,3,"within-category-game-a","splish",138,4,0
12,"between-splish",507,232,3,"within-category-game-a","splish",138,4,0
12,"between-splish",507,232,3,"within-category-game-a","splish",138,2,0
12,"between-splish",532,355,6,"within-category-game-a","splish",138,3,0
12,"between-splish",532,355,6,"within-category-game-a","splish",138,4,0
12,"between-splish",548,469,8,"within-category-game-a","splish",138,4,0
12,"between-splish",548,469,8,"within-category-game-a","splish",138,3,0
12,"between-splish",548,469,8,"within-category-game-a","splish",138,3,0
12,"between-splish",539,392,7,"within-category-game-a","splish",138,4,0
12,"between-splish",539,392,7,"within-category-game-a","splish",138,3,0
12,"between-splish",545,460,8,"within-category-game-a","splish",138,4,0
12,"between-splish",500,149,1,"within-category-game-a","splish",138,4,0
12,"between-splish",537,520,7,"within-category-game-a","splish",138,4,0
12,"between-splish",537,520,7,"within-category-game-a","splish",138,3,0
12,"between-splish",513,231,4,"within-category-game-a","splish",138,3,0
13,"within-splish",725,122,2,"between-category-game-a","splish",3,140,0
13,"within-splish",725,122,2,"between-category-game-a","splish",3,138,0
13,"within-splish",725,122,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,140,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",761,325,7,"between-category-game-a","splish",3,138,0
13,"within-splish",761,325,7,"between-category-game-a","splish",3,140,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,138,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,140,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,140,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,138,0
13,"within-splish",738,287,4,"between-category-game-a","splish",3,138,0
13,"within-splish",754,332,7,"between-category-game-a","splish",3,138,0
13,"within-splish",754,332,7,"between-category-game-a","splish",3,140,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,140,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,140,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,138,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,139,0
13,"within-splish",713,45,1,"between-category-game-a","splish",3,138,0
13,"within-splish",713,45,1,"between-category-game-a","splish",3,138,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,139,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,138,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,139,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,138,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,138,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,140,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,140,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,138,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,141,0
13,"within-splish",715,52,1,"between-category-game-a","splish",3,138,0
13,"within-splish",715,52,1,"between-category-game-a","splish",3,138,0
13,"within-splish",715,52,1,"between-category-game-a","splish",3,138,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,138,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,138,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,140,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,140,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,140,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,138,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,138,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,140,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,140,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,139,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,138,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,138,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,140,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,140,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,138,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,138,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,140,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,140,0
13,"within-splish",737,352,4,"between-category-game-a","splish",3,138,0
13,"within-splish",737,352,4,"between-category-game-a","splish",3,138,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,140,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,139,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,139,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,140,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,138,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,140,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,138,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,140,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,140,0
13,"within-splish",711,25,1,"between-category-game-a","splish",3,140,0
13,"within-splish",711,25,1,"between-category-game-a","splish",3,138,0
13,"within-splish",711,25,1,"between-category-game-a","splish",3,138,0
13,"within-splish",723,49,2,"between-category-game-a","splish",3,141,0
13,"within-splish",732,96,3,"between-category-game-a","splish",3,138,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,140,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,138,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,138,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,140,0
13,"within-splish",721,28,2,"between-category-game-a","splish",3,139,0
13,"within-splish",721,28,2,"between-category-game-a","splish",3,140,0
13,"within-splish",721,28,2,"between-category-game-a","splish",3,141,0
13,"within-splish",749,106,6,"between-category-game-a","splish",3,138,0
13,"within-splish",749,106,6,"between-category-game-a","splish",3,138,0
13,"within-splish",749,106,6,"between-category-game-a","splish",3,141,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,138,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,140,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,140,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,140,0
13,"within-splish",722,79,2,"between-category-game-a","splish",3,140,0
13,"within-splish",722,79,2,"between-category-game-a","splish",3,138,0
13,"within-splish",722,79,2,"between-category-game-a","splish",3,138,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,138,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,138,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,140,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,140,0
13,"within-splish",748,112,6,"between-category-game-a","splish",3,140,0
13,"within-splish",748,112,6,"between-category-game-a","splish",3,138,0
13,"within-splish",748,112,6,"between-category-game-a","splish",3,138,0
13,"within-splish",750,132,6,"between-category-game-a","splish",3,140,0
13,"within-splish",750,132,6,"between-category-game-a","splish",3,140,0
13,"within-splish",750,132,6,"between-category-game-a","splish",3,138,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,140,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,138,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,138,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,138,0
13,"within-splish",731,69,3,"between-category-game-a","splish",3,140,0
13,"within-splish",731,69,3,"between-category-game-a","splish",3,140,0
13,"within-splish",731,69,3,"between-category-game-a","splish",3,138,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,141,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,139,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,140,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,138,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,140,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,140,0
13,"within-splish",751,430,6,"between-category-game-a","splish",3,138,0
13,"within-splish",751,430,6,"between-category-game-a","splish",3,138,0
13,"within-splish",751,430,6,"between-category-game-a","splish",3,141,0
13,"within-splish",718,19,2,"between-category-game-a","splish",3,140,0
13,"within-splish",718,19,2,"between-category-game-a","splish",3,138,0
13,"within-splish",718,19,2,"between-category-game-a","splish",3,139,0
13,"within-splish",707,11,1,"between-category-game-a","splish",3,138,0
